Numero de documentos del corpus: 1
Palabra: 00332 Frec: 0 LogProb: -10.948611156253252
Palabra: 003399 Frec: 0 LogProb: -10.948611156253252
Palabra: 0033ff Frec: 0 LogProb: -10.948611156253252
Palabra: 0034 Frec: 0 LogProb: -10.948611156253252
Palabra: 0036 Frec: 0 LogProb: -10.948611156253252
Palabra: 0038 Frec: 0 LogProb: -10.948611156253252
Palabra: 004 Frec: 0 LogProb: -10.948611156253252
Palabra: 0040 Frec: 0 LogProb: -10.948611156253252
Palabra: 0044 Frec: 0 LogProb: -10.948611156253252
Palabra: 0049 Frec: 0 LogProb: -10.948611156253252
Palabra: 005 Frec: 0 LogProb: -10.948611156253252
Palabra: 005684 Frec: 0 LogProb: -10.948611156253252
Palabra: 0057 Frec: 0 LogProb: -10.948611156253252
Palabra: 005into Frec: 0 LogProb: -10.948611156253252
Palabra: 006 Frec: 0 LogProb: -10.948611156253252
Palabra: 0067 Frec: 0 LogProb: -10.948611156253252
Palabra: 0069 Frec: 0 LogProb: -10.948611156253252
Palabra: 007 Frec: 0 LogProb: -10.948611156253252
Palabra: 00799 Frec: 0 LogProb: -10.948611156253252
Palabra: 007c7a Frec: 0 LogProb: -10.948611156253252
Palabra: 008 Frec: 0 LogProb: -10.948611156253252
Palabra: 0080 Frec: 0 LogProb: -10.948611156253252
Palabra: 0086 Frec: 0 LogProb: -10.948611156253252
Palabra: 008613827465766 Frec: 0 LogProb: -10.948611156253252
Palabra: 00923 Frec: 0 LogProb: -10.948611156253252
Palabra: 0095 Frec: 0 LogProb: -10.948611156253252
Palabra: 0098 Frec: 0 LogProb: -10.948611156253252
Palabra: 00a Frec: 0 LogProb: -10.948611156253252
Palabra: 00am Frec: 0 LogProb: -10.948611156253252
Palabra: 00and Frec: 0 LogProb: -10.948611156253252
Palabra: 00are Frec: 0 LogProb: -10.948611156253252
Palabra: 00each Frec: 0 LogProb: -10.948611156253252
Palabra: 00email Frec: 0 LogProb: -10.948611156253252
Palabra: 00french Frec: 0 LogProb: -10.948611156253252
Palabra: 00frete Frec: 0 LogProb: -10.948611156253252
Palabra: 00h Frec: 0 LogProb: -10.948611156253252
Palabra: 00i Frec: 0 LogProb: -10.948611156253252
Palabra: 00if Frec: 0 LogProb: -10.948611156253252
Palabra: 00in Frec: 0 LogProb: -10.948611156253252
Palabra: 00it Frec: 0 LogProb: -10.948611156253252
Palabra: 00morten Frec: 0 LogProb: -10.948611156253252
Palabra: 00musicdish Frec: 0 LogProb: -10.948611156253252
Palabra: 00now Frec: 0 LogProb: -10.948611156253252
Palabra: 00number Frec: 0 LogProb: -10.948611156253252
Palabra: 00on Frec: 0 LogProb: -10.948611156253252
Palabra: 00one Frec: 0 LogProb: -10.948611156253252
Palabra: 00order Frec: 0 LogProb: -10.948611156253252
Palabra: 00pm Frec: 0 LogProb: -10.948611156253252
Palabra: 00send Frec: 0 LogProb: -10.948611156253252
Palabra: 00shipment Frec: 0 LogProb: -10.948611156253252
Palabra: 00six Frec: 0 LogProb: -10.948611156253252
Palabra: 00so Frec: 0 LogProb: -10.948611156253252
Palabra: 00super Frec: 0 LogProb: -10.948611156253252
Palabra: 00thi Frec: 0 LogProb: -10.948611156253252
Palabra: 00three Frec: 0 LogProb: -10.948611156253252
Palabra: 00two Frec: 0 LogProb: -10.948611156253252
Palabra: 00u Frec: 0 LogProb: -10.948611156253252
Palabra: 00uzheb Frec: 0 LogProb: -10.948611156253252
Palabra: 00we Frec: 0 LogProb: -10.948611156253252
Palabra: 00whi Frec: 0 LogProb: -10.948611156253252
Palabra: 00which Frec: 0 LogProb: -10.948611156253252
Palabra: 00yahoo Frec: 0 LogProb: -10.948611156253252
Palabra: 00├»┬┐┬¢├»┬┐┬¢├»┬┐┬¢├»┬┐┬¢ Frec: 0 LogProb: -10.948611156253252
Palabra: 00├é┬á Frec: 0 LogProb: -10.948611156253252
Palabra: 00├é┬áopay Frec: 0 LogProb: -10.948611156253252
Palabra: 00├é┬á├é┬á├é┬á├é┬á├é┬á Frec: 0 LogProb: -10.948611156253252
Palabra: 00├é┬á├é┬á├é┬á├é┬á├é┬á├é┬á├é┬á Frec: 0 LogProb: -10.948611156253252
Palabra: 00├é┬á├é┬á├é┬á├é┬á├é┬á├é┬á├é┬á├é┬á Frec: 0 LogProb: -10.948611156253252
Palabra: 01 Frec: 0 LogProb: -10.948611156253252
Palabra: 010 Frec: 0 LogProb: -10.948611156253252
Palabra: 0100 Frec: 0 LogProb: -10.948611156253252
Palabra: 0100paul Frec: 0 LogProb: -10.948611156253252
Palabra: 0106 Frec: 0 LogProb: -10.948611156253252
Palabra: 01075 Frec: 0 LogProb: -10.948611156253252
Palabra: 0108 Frec: 0 LogProb: -10.948611156253252
Palabra: 011 Frec: 0 LogProb: -10.948611156253252
Palabra: 0115 Frec: 0 LogProb: -10.948611156253252
Palabra: 0118 Frec: 0 LogProb: -10.948611156253252
Palabra: 011vptm2924l20 Frec: 0 LogProb: -10.948611156253252
Palabra: 012 Frec: 0 LogProb: -10.948611156253252
Palabra: 01210 Frec: 0 LogProb: -10.948611156253252
Palabra: 01222 Frec: 0 LogProb: -10.948611156253252
Palabra: 01235 Frec: 0 LogProb: -10.948611156253252
Palabra: 0129 Frec: 0 LogProb: -10.948611156253252
Palabra: 013 Frec: 0 LogProb: -10.948611156253252
Palabra: 0131 Frec: 0 LogProb: -10.948611156253252
Palabra: 0133 Frec: 0 LogProb: -10.948611156253252
Palabra: 0135 Frec: 0 LogProb: -10.948611156253252
Palabra: 0139 Frec: 0 LogProb: -10.948611156253252
Palabra: 013a Frec: 0 LogProb: -10.948611156253252
Palabra: 014 Frec: 0 LogProb: -10.948611156253252
Palabra: 01408304990 Frec: 0 LogProb: -10.948611156253252
Palabra: 0143096400 Frec: 0 LogProb: -10.948611156253252
Palabra: 014686 Frec: 0 LogProb: -10.948611156253252
Palabra: 015 Frec: 0 LogProb: -10.948611156253252
Palabra: 01524 Frec: 0 LogProb: -10.948611156253252
Palabra: 016 Frec: 0 LogProb: -10.948611156253252
Palabra: 016086 Frec: 0 LogProb: -10.948611156253252
Palabra: 016197 Frec: 0 LogProb: -10.948611156253252
Palabra: 0163 Frec: 0 LogProb: -10.948611156253252
Palabra: 017 Frec: 0 LogProb: -10.948611156253252
Palabra: 01730 Frec: 0 LogProb: -10.948611156253252
Palabra: 0177 Frec: 0 LogProb: -10.948611156253252
Palabra: 018 Frec: 0 LogProb: -10.948611156253252
Palabra: 0184 Frec: 0 LogProb: -10.948611156253252
Palabra: 018yhmw1788zoth2 Frec: 0 LogProb: -10.948611156253252
Palabra: 0193 Frec: 0 LogProb: -10.948611156253252
Palabra: 01965 Frec: 0 LogProb: -10.948611156253252
Palabra: 0199 Frec: 0 LogProb: -10.948611156253252
Palabra: 01bd8356 Frec: 0 LogProb: -10.948611156253252
Palabra: 01compani Frec: 0 LogProb: -10.948611156253252
Palabra: 01e0520310450300b900 Frec: 0 LogProb: -10.948611156253252
Palabra: 01t03 Frec: 0 LogProb: -10.948611156253252
Palabra: 01t04 Frec: 0 LogProb: -10.948611156253252
Palabra: 01t07 Frec: 0 LogProb: -10.948611156253252
Palabra: 01t08 Frec: 0 LogProb: -10.948611156253252
Palabra: 01t22 Frec: 0 LogProb: -10.948611156253252
Palabra: 02 Frec: 0 LogProb: -10.948611156253252
Palabra: 020 Frec: 0 LogProb: -10.948611156253252
Palabra: 0200 Frec: 0 LogProb: -10.948611156253252
Palabra: 0200matthia Frec: 0 LogProb: -10.948611156253252
Palabra: 0207 Frec: 0 LogProb: -10.948611156253252
Palabra: 020725hnapachenet Frec: 0 LogProb: -10.948611156253252
Palabra: 020927 Frec: 0 LogProb: -10.948611156253252
Palabra: 020928 Frec: 0 LogProb: -10.948611156253252
Palabra: 021 Frec: 0 LogProb: -10.948611156253252
Palabra: 0212 Frec: 0 LogProb: -10.948611156253252
Palabra: 021201 Frec: 0 LogProb: -10.948611156253252
Palabra: 02131 Frec: 0 LogProb: -10.948611156253252
Palabra: 02139 Frec: 0 LogProb: -10.948611156253252
Palabra: 0214 Frec: 0 LogProb: -10.948611156253252
Palabra: 02146 Frec: 0 LogProb: -10.948611156253252
Palabra: 02163 Frec: 0 LogProb: -10.948611156253252
Palabra: 021irsi848l19 Frec: 0 LogProb: -10.948611156253252
Palabra: 022 Frec: 0 LogProb: -10.948611156253252
Palabra: 022002 Frec: 0 LogProb: -10.948611156253252
Palabra: 0221 Frec: 0 LogProb: -10.948611156253252
Palabra: 02254 Frec: 0 LogProb: -10.948611156253252
Palabra: 023 Frec: 0 LogProb: -10.948611156253252
Palabra: 023154 Frec: 0 LogProb: -10.948611156253252
Palabra: 0231565427 Frec: 0 LogProb: -10.948611156253252
Palabra: 0231565827 Frec: 0 LogProb: -10.948611156253252
Palabra: 02344460766 Frec: 0 LogProb: -10.948611156253252
Palabra: 02351 Frec: 0 LogProb: -10.948611156253252
Palabra: 024 Frec: 0 LogProb: -10.948611156253252
Palabra: 0240 Frec: 0 LogProb: -10.948611156253252
Palabra: 0242096400 Frec: 0 LogProb: -10.948611156253252
Palabra: 024tel Frec: 0 LogProb: -10.948611156253252
Palabra: 025 Frec: 0 LogProb: -10.948611156253252
Palabra: 025648 Frec: 0 LogProb: -10.948611156253252
Palabra: 026 Frec: 0 LogProb: -10.948611156253252
Palabra: 0267 Frec: 0 LogProb: -10.948611156253252
Palabra: 027 Frec: 0 LogProb: -10.948611156253252
Palabra: 0273 Frec: 0 LogProb: -10.948611156253252
Palabra: 02769007301040636 Frec: 0 LogProb: -10.948611156253252
Palabra: 027train Frec: 0 LogProb: -10.948611156253252
Palabra: 029 Frec: 0 LogProb: -10.948611156253252
Palabra: 0293 Frec: 0 LogProb: -10.948611156253252
Palabra: 0295 Frec: 0 LogProb: -10.948611156253252
Palabra: 02am Frec: 0 LogProb: -10.948611156253252
Palabra: 02dec2002 Frec: 0 LogProb: -10.948611156253252
Palabra: 02over Frec: 0 LogProb: -10.948611156253252
Palabra: 02pm Frec: 0 LogProb: -10.948611156253252
Palabra: 02polyview Frec: 0 LogProb: -10.948611156253252
Palabra: 02rc2 Frec: 0 LogProb: -10.948611156253252
Palabra: 02si Frec: 0 LogProb: -10.948611156253252
Palabra: 02t09 Frec: 0 LogProb: -10.948611156253252
Palabra: 02t10 Frec: 0 LogProb: -10.948611156253252
Palabra: 02t17 Frec: 0 LogProb: -10.948611156253252
Palabra: 03 Frec: 0 LogProb: -10.948611156253252
Palabra: 030 Frec: 0 LogProb: -10.948611156253252
Palabra: 0300 Frec: 0 LogProb: -10.948611156253252
Palabra: 0301 Frec: 0 LogProb: -10.948611156253252
Palabra: 031 Frec: 0 LogProb: -10.948611156253252
Palabra: 03101your Frec: 0 LogProb: -10.948611156253252
Palabra: 03110 Frec: 0 LogProb: -10.948611156253252
Palabra: 0312 Frec: 0 LogProb: -10.948611156253252
Palabra: 031500 Frec: 0 LogProb: -10.948611156253252
Palabra: 032 Frec: 0 LogProb: -10.948611156253252
Palabra: 0323 Frec: 0 LogProb: -10.948611156253252
Palabra: 032miqq2111hkix2 Frec: 0 LogProb: -10.948611156253252
Palabra: 033 Frec: 0 LogProb: -10.948611156253252
Palabra: 03302 Frec: 0 LogProb: -10.948611156253252
Palabra: 0331 Frec: 0 LogProb: -10.948611156253252
Palabra: 0336 Frec: 0 LogProb: -10.948611156253252
Palabra: 0338 Frec: 0 LogProb: -10.948611156253252
Palabra: 033in Frec: 0 LogProb: -10.948611156253252
Palabra: 0342 Frec: 0 LogProb: -10.948611156253252
Palabra: 0343 Frec: 0 LogProb: -10.948611156253252
Palabra: 0346 Frec: 0 LogProb: -10.948611156253252
Palabra: 035 Frec: 0 LogProb: -10.948611156253252
Palabra: 0357 Frec: 0 LogProb: -10.948611156253252
Palabra: 0363 Frec: 0 LogProb: -10.948611156253252
Palabra: 037 Frec: 0 LogProb: -10.948611156253252
Palabra: 0371096400 Frec: 0 LogProb: -10.948611156253252
Palabra: 0372 Frec: 0 LogProb: -10.948611156253252
Palabra: 037466 Frec: 0 LogProb: -10.948611156253252
Palabra: 0375 Frec: 0 LogProb: -10.948611156253252
Palabra: 03755 Frec: 0 LogProb: -10.948611156253252
Palabra: 038259 Frec: 0 LogProb: -10.948611156253252
Palabra: 038259link Frec: 0 LogProb: -10.948611156253252
Palabra: 0397 Frec: 0 LogProb: -10.948611156253252
Palabra: 03a Frec: 0 LogProb: -10.948611156253252
Palabra: 03pm Frec: 0 LogProb: -10.948611156253252
Palabra: 03t18 Frec: 0 LogProb: -10.948611156253252
Palabra: 03t22 Frec: 0 LogProb: -10.948611156253252
Palabra: 04 Frec: 0 LogProb: -10.948611156253252
Palabra: 040 Frec: 0 LogProb: -10.948611156253252
Palabra: 0400 Frec: 0 LogProb: -10.948611156253252
Palabra: 0406 Frec: 0 LogProb: -10.948611156253252
Palabra: 041 Frec: 0 LogProb: -10.948611156253252
Palabra: 04103 Frec: 0 LogProb: -10.948611156253252
Palabra: 0413 Frec: 0 LogProb: -10.948611156253252
Palabra: 0419 Frec: 0 LogProb: -10.948611156253252
Palabra: 041vvdy1060qrfx3 Frec: 0 LogProb: -10.948611156253252
Palabra: 042 Frec: 0 LogProb: -10.948611156253252
Palabra: 0423 Frec: 0 LogProb: -10.948611156253252
Palabra: 04240 Frec: 0 LogProb: -10.948611156253252
Palabra: 042400 Frec: 0 LogProb: -10.948611156253252
Palabra: 0432096400 Frec: 0 LogProb: -10.948611156253252
Palabra: 0439 Frec: 0 LogProb: -10.948611156253252
Palabra: 045 Frec: 0 LogProb: -10.948611156253252
Palabra: 0455kieran Frec: 0 LogProb: -10.948611156253252
Palabra: 0458 Frec: 0 LogProb: -10.948611156253252
Palabra: 046 Frec: 0 LogProb: -10.948611156253252
Palabra: 0461 Frec: 0 LogProb: -10.948611156253252
Palabra: 047 Frec: 0 LogProb: -10.948611156253252
Palabra: 047mdrelrp11 Frec: 0 LogProb: -10.948611156253252
Palabra: 048 Frec: 0 LogProb: -10.948611156253252
Palabra: 049 Frec: 0 LogProb: -10.948611156253252
Palabra: 04civi Frec: 0 LogProb: -10.948611156253252
Palabra: 04pm Frec: 0 LogProb: -10.948611156253252
Palabra: 04t02 Frec: 0 LogProb: -10.948611156253252
Palabra: 04t03 Frec: 0 LogProb: -10.948611156253252
Palabra: 05 Frec: 0 LogProb: -10.948611156253252
Palabra: 050 Frec: 0 LogProb: -10.948611156253252
Palabra: 0500 Frec: 0 LogProb: -10.948611156253252
Palabra: 0502 Frec: 0 LogProb: -10.948611156253252
Palabra: 0503778 Frec: 0 LogProb: -10.948611156253252
Palabra: 0519 Frec: 0 LogProb: -10.948611156253252
Palabra: 052 Frec: 0 LogProb: -10.948611156253252
Palabra: 0520 Frec: 0 LogProb: -10.948611156253252
Palabra: 0520146401 Frec: 0 LogProb: -10.948611156253252
Palabra: 05229 Frec: 0 LogProb: -10.948611156253252
Palabra: 0529 Frec: 0 LogProb: -10.948611156253252
Palabra: 053 Frec: 0 LogProb: -10.948611156253252
Palabra: 0530 Frec: 0 LogProb: -10.948611156253252
Palabra: 0541 Frec: 0 LogProb: -10.948611156253252
Palabra: 055 Frec: 0 LogProb: -10.948611156253252
Palabra: 05508 Frec: 0 LogProb: -10.948611156253252
Palabra: 0551 Frec: 0 LogProb: -10.948611156253252
Palabra: 0552 Frec: 0 LogProb: -10.948611156253252
Palabra: 0565 Frec: 0 LogProb: -10.948611156253252
Palabra: 0567 Frec: 0 LogProb: -10.948611156253252
Palabra: 0569 Frec: 0 LogProb: -10.948611156253252
Palabra: 0577 Frec: 0 LogProb: -10.948611156253252
Palabra: 058 Frec: 0 LogProb: -10.948611156253252
Palabra: 0582 Frec: 0 LogProb: -10.948611156253252
Palabra: 0587 Frec: 0 LogProb: -10.948611156253252
Palabra: 0589 Frec: 0 LogProb: -10.948611156253252
Palabra: 059 Frec: 0 LogProb: -10.948611156253252
Palabra: 05908 Frec: 0 LogProb: -10.948611156253252
Palabra: 0596 Frec: 0 LogProb: -10.948611156253252
Palabra: 0599465886 Frec: 0 LogProb: -10.948611156253252
Palabra: 05am Frec: 0 LogProb: -10.948611156253252
Palabra: 05fca479b8bcee6bhow Frec: 0 LogProb: -10.948611156253252
Palabra: 05t03 Frec: 0 LogProb: -10.948611156253252
Palabra: 06 Frec: 0 LogProb: -10.948611156253252
Palabra: 0600 Frec: 0 LogProb: -10.948611156253252
Palabra: 0600bob Frec: 0 LogProb: -10.948611156253252
Palabra: 0603 Frec: 0 LogProb: -10.948611156253252
Palabra: 0606 Frec: 0 LogProb: -10.948611156253252
Palabra: 061 Frec: 0 LogProb: -10.948611156253252
Palabra: 0614842809561657 Frec: 0 LogProb: -10.948611156253252
Palabra: 0615 Frec: 0 LogProb: -10.948611156253252
Palabra: 061juxo3729avsa0 Frec: 0 LogProb: -10.948611156253252
Palabra: 0637 Frec: 0 LogProb: -10.948611156253252
Palabra: 06451 Frec: 0 LogProb: -10.948611156253252
Palabra: 06483 Frec: 0 LogProb: -10.948611156253252
Palabra: 06520 Frec: 0 LogProb: -10.948611156253252
Palabra: 0652csum5 Frec: 0 LogProb: -10.948611156253252
Palabra: 0657 Frec: 0 LogProb: -10.948611156253252
Palabra: 067 Frec: 0 LogProb: -10.948611156253252
Palabra: 06700 Frec: 0 LogProb: -10.948611156253252
Palabra: 0672 Frec: 0 LogProb: -10.948611156253252
Palabra: 069 Frec: 0 LogProb: -10.948611156253252
Palabra: 06902 Frec: 0 LogProb: -10.948611156253252
Palabra: 06a Frec: 0 LogProb: -10.948611156253252
Palabra: 06am Frec: 0 LogProb: -10.948611156253252
Palabra: 06annual Frec: 0 LogProb: -10.948611156253252
Palabra: 06pm Frec: 0 LogProb: -10.948611156253252
Palabra: 06t18 Frec: 0 LogProb: -10.948611156253252
Palabra: 07 Frec: 0 LogProb: -10.948611156253252
Palabra: 070 Frec: 0 LogProb: -10.948611156253252
Palabra: 0700 Frec: 0 LogProb: -10.948611156253252
Palabra: 0700brian Frec: 0 LogProb: -10.948611156253252
Palabra: 0702 Frec: 0 LogProb: -10.948611156253252
Palabra: 07031 Frec: 0 LogProb: -10.948611156253252
Palabra: 071 Frec: 0 LogProb: -10.948611156253252
Palabra: 0711 Frec: 0 LogProb: -10.948611156253252
Palabra: 072 Frec: 0 LogProb: -10.948611156253252
Palabra: 0721 Frec: 0 LogProb: -10.948611156253252
Palabra: 072302bjust Frec: 0 LogProb: -10.948611156253252
Palabra: 0725 Frec: 0 LogProb: -10.948611156253252
Palabra: 07277 Frec: 0 LogProb: -10.948611156253252
Palabra: 0732 Frec: 0 LogProb: -10.948611156253252
Palabra: 074 Frec: 0 LogProb: -10.948611156253252
Palabra: 0741 Frec: 0 LogProb: -10.948611156253252
Palabra: 075 Frec: 0 LogProb: -10.948611156253252
Palabra: 0751 Frec: 0 LogProb: -10.948611156253252
Palabra: 0755 Frec: 0 LogProb: -10.948611156253252
Palabra: 0755208 Frec: 0 LogProb: -10.948611156253252
Palabra: 0755208discuss Frec: 0 LogProb: -10.948611156253252
Palabra: 076 Frec: 0 LogProb: -10.948611156253252
Palabra: 0770datapow Frec: 0 LogProb: -10.948611156253252
Palabra: 0771 Frec: 0 LogProb: -10.948611156253252
Palabra: 0772 Frec: 0 LogProb: -10.948611156253252
Palabra: 0775 Frec: 0 LogProb: -10.948611156253252
Palabra: 078742 Frec: 0 LogProb: -10.948611156253252
Palabra: 07971 Frec: 0 LogProb: -10.948611156253252
Palabra: 07974 Frec: 0 LogProb: -10.948611156253252
Palabra: 07t03 Frec: 0 LogProb: -10.948611156253252
Palabra: 07t21 Frec: 0 LogProb: -10.948611156253252
Palabra: 08 Frec: 0 LogProb: -10.948611156253252
Palabra: 080 Frec: 0 LogProb: -10.948611156253252
Palabra: 0800 Frec: 0 LogProb: -10.948611156253252
Palabra: 0802 Frec: 0 LogProb: -10.948611156253252
Palabra: 08039 Frec: 0 LogProb: -10.948611156253252
Palabra: 0805wsrp6 Frec: 0 LogProb: -10.948611156253252
Palabra: 08074200 Frec: 0 LogProb: -10.948611156253252
Palabra: 081 Frec: 0 LogProb: -10.948611156253252
Palabra: 0816 Frec: 0 LogProb: -10.948611156253252
Palabra: 0820 Frec: 0 LogProb: -10.948611156253252
Palabra: 0820146402 Frec: 0 LogProb: -10.948611156253252
Palabra: 0823 Frec: 0 LogProb: -10.948611156253252
Palabra: 083 Frec: 0 LogProb: -10.948611156253252
Palabra: 0830 Frec: 0 LogProb: -10.948611156253252
Palabra: 083oxzi3821cavh4 Frec: 0 LogProb: -10.948611156253252
Palabra: 084 Frec: 0 LogProb: -10.948611156253252
Palabra: 0845 Frec: 0 LogProb: -10.948611156253252
Palabra: 085 Frec: 0 LogProb: -10.948611156253252
Palabra: 0850 Frec: 0 LogProb: -10.948611156253252
Palabra: 08540 Frec: 0 LogProb: -10.948611156253252
Palabra: 0855 Frec: 0 LogProb: -10.948611156253252
Palabra: 086uml30 Frec: 0 LogProb: -10.948611156253252
Palabra: 087 Frec: 0 LogProb: -10.948611156253252
Palabra: 0871 Frec: 0 LogProb: -10.948611156253252
Palabra: 088 Frec: 0 LogProb: -10.948611156253252
Palabra: 0897 Frec: 0 LogProb: -10.948611156253252
Palabra: 0898 Frec: 0 LogProb: -10.948611156253252
Palabra: 08pm Frec: 0 LogProb: -10.948611156253252
Palabra: 08t03 Frec: 0 LogProb: -10.948611156253252
Palabra: 08t12 Frec: 0 LogProb: -10.948611156253252
Palabra: 09 Frec: 0 LogProb: -10.948611156253252
Palabra: 090 Frec: 0 LogProb: -10.948611156253252
Palabra: 0900 Frec: 0 LogProb: -10.948611156253252
Palabra: 0909 Frec: 0 LogProb: -10.948611156253252
Palabra: 0919 Frec: 0 LogProb: -10.948611156253252
Palabra: 092 Frec: 0 LogProb: -10.948611156253252
Palabra: 0920096400 Frec: 0 LogProb: -10.948611156253252
Palabra: 0920146403 Frec: 0 LogProb: -10.948611156253252
Palabra: 0923 Frec: 0 LogProb: -10.948611156253252
Palabra: 093 Frec: 0 LogProb: -10.948611156253252
Palabra: 0930 Frec: 0 LogProb: -10.948611156253252
Palabra: 09359960 Frec: 0 LogProb: -10.948611156253252
Palabra: 09360036 Frec: 0 LogProb: -10.948611156253252
Palabra: 0938 Frec: 0 LogProb: -10.948611156253252
Palabra: 0943 Frec: 0 LogProb: -10.948611156253252
Palabra: 0944 Frec: 0 LogProb: -10.948611156253252
Palabra: 094lkl46http Frec: 0 LogProb: -10.948611156253252
Palabra: 095 Frec: 0 LogProb: -10.948611156253252
Palabra: 0953 Frec: 0 LogProb: -10.948611156253252
Palabra: 096 Frec: 0 LogProb: -10.948611156253252
Palabra: 096400 Frec: 0 LogProb: -10.948611156253252
Palabra: 0972 Frec: 0 LogProb: -10.948611156253252
Palabra: 097nmdy5984rfdb1 Frec: 0 LogProb: -10.948611156253252
Palabra: 0980438 Frec: 0 LogProb: -10.948611156253252
Palabra: 0984132 Frec: 0 LogProb: -10.948611156253252
Palabra: 0987 Frec: 0 LogProb: -10.948611156253252
Palabra: 0989 Frec: 0 LogProb: -10.948611156253252
Palabra: 098nagl15 Frec: 0 LogProb: -10.948611156253252
Palabra: 0990 Frec: 0 LogProb: -10.948611156253252
Palabra: 0994 Frec: 0 LogProb: -10.948611156253252
Palabra: 0998 Frec: 0 LogProb: -10.948611156253252
Palabra: 09a Frec: 0 LogProb: -10.948611156253252
Palabra: 09t03 Frec: 0 LogProb: -10.948611156253252
Palabra: 09t12 Frec: 0 LogProb: -10.948611156253252
Palabra: 0am Frec: 0 LogProb: -10.948611156253252
Palabra: 0b Frec: 0 LogProb: -10.948611156253252
Palabra: 0chri Frec: 0 LogProb: -10.948611156253252
